,price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
2679,1900000,1561,500,6,5,0,5,1,9,SanIsidro
2680,195000,400,105,4,2,0,3,0,0,GBANorte
2681,410000,433,237,4,2,0,3,1,20,VicenteLópez
2682,249000,1007,226,5,3,0,3,1,0,Escobar
2683,329000,465,180,4,2,1,3,1,2,Nordelta
2684,495000,260,240,7,3,0,3,1,13,GeneralPacheco
2685,210000,189,122,4,0,0,3,1,40,VicenteLópez
2686,358000,178,178,0,3,1,3,0,0,Villanueva
2687,475000,510,211,0,3,0,3,0,10,Nordelta
2688,683000,347,327,5,2,0,4,1,24,CapitalFederal
2689,520000,1500,290,6,3,0,3,1,4,Córdoba
2690,79900,543,100,4,0,0,2,1,0,Córdoba
2691,420000,320,210,4,2,1,3,1,20,CapitalFederal
2692,350000,947,244,3,4,0,3,1,3,Villanueva
2693,620000,382,382,5,2,0,4,0,0,CapitalFederal
2694,480000,1300,240,4,3,0,3,0,30,Pilar
2695,990000,980,400,0,5,1,4,0,0,Nordelta
2696,750000,1200,393,0,3,0,4,0,0,Nordelta
2697,369000,960,960,0,0,0,3,0,20,Pilar
2698,790000,659,383,0,5,0,3,0,20,CapitalFederal
2699,1400000,570,570,0,3,1,4,0,16,CapitalFederal
2700,445000,264,264,0,3,1,4,0,15,Pilar
2701,670000,350,350,0,3,1,4,0,9,MalvinasArgentinas
2702,378000,400,180,5,2,0,3,0,40,VicenteLópez
2703,1100000,880,310,4,2,0,3,1,0,RincóndeMilberg
2704,759000,808,271,0,3,1,3,0,10,Nordelta
2705,689000,450,130,4,2,0,3,1,0,Uruguay
2706,1050000,396,310,5,3,0,3,1,5,RincóndeMilberg
2707,900000,444,444,0,6,1,5,0,14,Benavidez
2708,495000,554,250,5,4,0,4,1,1,GBANorte
2709,330000,400,200,5,3,0,3,0,5,Córdoba
2710,140000,462,205,0,2,0,3,0,45,Córdoba
2711,460000,1250,305,3,3,0,3,0,0,Córdoba
2712,240000,1350,350,0,2,0,3,0,45,Córdoba
2713,350000,606,250,3,2,1,3,0,5,Córdoba
2714,220000,400,143,3,3,1,3,0,0,Córdoba
2715,550000,1594,437,0,5,0,3,0,15,Córdoba
2716,205000,1200,300,3,2,1,3,0,17,VillaAllende
2717,443000,302,251,0,3,0,3,0,0,Villanueva
2718,315000,237,201,4,3,0,3,0,15,TresdeFebrero
2719,398000,272,196,4,3,0,3,1,4,CapitalFederal
2720,430000,298,298,6,2,0,3,1,35,AlmiranteBrown
2721,290000,750,200,4,2,1,3,1,10,Ezeiza
2722,393000,264,215,0,4,0,0,0,0,Escobar
2723,175000,420,170,6,2,1,4,0,30,Escobar
2724,1111111,1350,610,12,5,0,5,0,10,Nordelta
2725,145000,204,80,3,2,1,2,0,40,GeneralSanMartín
2726,120000,66,66,3,0,0,2,1,0,Avellaneda
2727,470000,1214,380,6,3,0,4,1,10,GBANorte
2728,520000,300,300,5,3,1,4,1,10,Pilar
2729,170000,900,200,6,2,0,3,0,20,Campana
2730,350000,250,250,5,3,1,3,1,10,Escobar
2731,370000,232,180,5,2,1,4,1,35,SanFernando
2732,810000,307,307,8,3,0,3,1,15,AlmiranteBrown
2733,275000,185,158,5,3,1,4,0,30,CapitalFederal
2734,795000,315,280,0,4,0,4,0,3,Nordelta
2735,900000,1109,480,5,4,0,4,1,12,Pilar
2736,298000,170,170,4,2,0,3,0,15,Berazategui
2737,208000,150,110,5,2,1,4,1,5,Pilar
2738,155000,300,100,3,2,0,2,1,10,Pilar
2739,980000,1050,366,6,4,0,4,1,14,Tigre
2740,390000,790,193,5,3,0,3,0,0,Villanueva
2741,490000,310,230,4,4,1,3,0,6,Villanueva
2742,540000,350,320,0,5,0,4,1,18,Pilar
2743,479000,302,241,0,4,0,0,0,0,Villanueva
2744,230000,268,208,4,2,1,3,1,10,Pilar
2745,350000,235,235,0,3,0,3,0,5,Pilar
2746,1050000,1233,368,8,5,0,4,0,6,Nordelta
2747,375000,2000,210,0,3,0,9,0,12,SanMartíndelosAndes
2748,130000,350,96,3,0,0,2,0,10,Córdoba
2749,590000,690,420,7,3,1,6,1,40,VicenteLópez
2750,230000,77,77,3,0,1,2,1,25,SanIsidro
2751,495000,225,200,4,4,1,3,0,0,Nordelta
2752,436000,547,166,4,3,0,3,1,6,Tigre
2753,218000,705,153,4,0,0,3,0,47,Córdoba
2754,280000,360,72,2,0,0,0,0,20,Escobar
2755,250000,285,150,4,2,0,3,1,7,LaPlata
2756,260000,261,176,5,0,1,4,0,25,Morón
2757,230000,820,215,0,2,0,3,0,3,Ezeiza
2758,319000,194,194,5,3,1,3,0,0,SanFernando
2759,240000,400,240,5,2,0,3,0,20,Córdoba
2760,1450000,1300,400,6,3,0,3,0,0,Nordelta
2761,295000,1087,244,6,3,0,3,1,15,Pilar
2762,395000,198,198,4,2,1,3,0,40,CapitalFederal
2763,235000,155,135,4,2,1,3,1,12,Pilar
2764,290000,2000,204,4,2,0,3,1,1,Luján
2765,1150000,1167,452,0,3,0,4,0,16,Nordelta
2766,118000,360,100,3,0,0,2,0,2,VillaAllende
2767,690000,900,320,6,2,0,3,1,14,SanMiguel
2768,650000,1000,450,6,0,1,5,0,21,MalvinasArgentinas
2769,519000,700,280,4,2,0,3,1,5,Nordelta
2770,380000,490,220,5,4,0,4,0,3,SanMiguel
2771,390000,2461,372,4,3,1,3,1,0,Pilar
2772,153000,165,130,0,2,0,3,0,25,Escobar
2773,460000,305,305,5,3,1,4,1,10,EstebanEcheverría
2774,250000,300,160,6,2,0,3,1,15,Morón
2775,60000,150,90,4,0,0,3,0,39,BuenosAiresCostaAtlántica
2776,1250000,900,480,0,5,0,4,0,30,VicenteLópez
2777,150000,245,88,0,0,0,0,0,40,Córdoba
2778,680000,876,270,6,3,0,3,0,1,DonTorcuato
2779,600000,1600,600,0,3,0,3,0,10,Córdoba
2780,480000,700,440,3,5,1,3,0,35,Córdoba
2781,290000,1000,260,5,4,1,4,1,0,Escobar
2782,230000,2000,250,4,4,0,3,1,10,GBANorte
2783,190000,560,103,0,2,1,3,0,3,Pilar
2784,290000,270,270,7,3,0,3,1,8,GeneralRodríguez
2785,360000,1600,350,4,4,1,4,0,0,Córdoba
2786,340000,1100,235,3,3,0,3,1,0,Córdoba
2787,295000,1900,350,3,3,0,3,1,15,Córdoba
2788,230000,880,235,4,3,1,4,0,5,Córdoba
2789,200000,540,241,0,2,0,3,0,16,Córdoba
2790,358000,2400,440,4,3,0,4,1,25,Córdoba
2791,330000,2431,315,0,3,0,3,0,25,Córdoba
2792,145000,140,140,0,0,0,3,0,8,Pilar
2793,480000,1118,300,6,2,0,3,1,15,Pilar
2794,420000,1210,336,7,6,0,5,0,11,GeneralRodríguez
2795,780000,414,350,6,3,0,4,1,6,VicenteLópez
2796,480000,300,200,0,3,1,3,0,40,VicenteLópez
2797,195000,72,57,3,0,0,2,0,5,SanIsidro
2798,360000,220,180,0,3,1,3,0,10,Pilar
2799,300000,242,132,4,2,1,3,0,37,CapitalFederal
2800,395000,1007,280,5,3,0,3,0,5,Ezeiza
2801,160000,338,150,6,2,0,3,0,40,GBASur
2802,750000,1200,260,5,2,1,3,1,10,RioNegro
2803,470000,675,256,5,2,0,3,1,6,Tigre
2804,640000,1140,350,5,6,0,3,1,10,SanFernando
2805,258000,200,200,0,3,0,4,0,3,Pilar
2806,260000,815,180,10,3,0,4,0,19,Córdoba
2807,360000,230,210,0,3,1,3,0,12,Pilar
2808,590000,400,300,5,5,0,4,0,3,Villanueva
2809,749000,933,260,0,2,0,3,0,2,Nordelta
2810,440000,1711,340,4,3,0,4,1,9,Escobar
2811,395000,396,250,6,3,1,5,0,10,SanIsidro
2812,320000,220,200,6,3,1,3,1,10,Pilar
2813,215000,900,185,5,2,1,3,1,0,Pilar
2814,1460000,510,435,5,6,1,4,0,0,Nordelta
2815,1111111,1680,600,12,5,0,5,0,11,Nordelta
2816,90000,250,96,5,0,0,2,1,0,VillaAllende
2817,100000,88,66,3,0,1,2,0,0,Córdoba
2818,150000,300,150,4,3,0,3,1,10,Pilar
2819,249000,240,180,6,0,0,3,1,20,Rosario
2820,117000,1082,110,3,0,1,2,1,18,Pilar
2821,235000,209,128,3,0,1,2,0,44,SanIsidro
2822,219000,238,218,6,2,0,0,0,45,SanIsidro
2823,280000,1250,200,2,0,0,2,1,5,Córdoba
2824,274000,840,220,0,2,0,3,1,2,HarasSantaMaría
2825,230000,300,120,3,0,0,2,0,45,SanIsidro
2826,235000,245,165,4,0,1,3,1,35,CapitalFederal
2827,315000,900,200,6,3,0,3,1,10,Pilar
2828,790000,650,550,0,9,0,6,0,6,Escobar
2829,750000,1000,240,0,5,0,4,0,12,Nordelta
2830,120000,600,90,3,0,0,2,0,5,Pilar
2831,450000,1300,384,12,5,0,6,1,15,Pilar
2832,165000,460,220,6,3,1,5,0,20,Escobar
2833,530000,295,260,4,4,0,3,1,4,Nordelta
2834,220000,851,144,4,3,1,3,0,14,Córdoba
2835,280000,200,200,5,2,0,4,0,40,VicenteLópez
2836,550000,1800,400,5,5,0,0,1,20,Moreno
2837,1280000,1400,450,8,4,0,4,1,15,ManuelAlberti
2838,585000,558,256,5,3,0,0,1,5,Nordelta
2839,285000,140,123,3,3,1,2,0,10,SanIsidro
2840,135000,580,122,3,0,0,2,1,20,Escobar
2841,595000,800,320,5,5,0,4,1,4,Pilar
2842,368000,206,174,4,0,0,3,0,0,Escobar
2843,110000,100,70,3,2,1,2,0,5,Luján
2844,345000,1000,230,5,3,0,4,0,0,BuenosAiresCostaAtlántica
2845,219000,700,220,5,3,0,3,1,5,Pilar
2846,210000,580,140,4,2,0,3,0,20,Escobar
2847,1800000,1000,500,10,5,0,5,0,3,Nordelta
2848,525000,895,300,8,3,1,4,1,15,Pilar
2849,1650000,592,512,0,5,0,5,0,10,Nordelta
2850,195000,190,164,0,4,0,3,0,4,Pilar
2851,219000,700,210,6,3,0,3,1,12,Pilar
2852,260000,800,200,5,3,1,4,0,18,Pilar
2853,499000,622,312,5,4,1,4,0,40,CapitalFederal
2854,550000,321,300,6,4,0,5,0,4,BuenosAiresCostaAtlántica
2855,550000,240,240,5,3,1,4,1,2,Berazategui
2856,1500000,450,450,10,5,0,4,1,5,Nordelta
2857,275000,2250,200,6,2,0,4,0,10,Uruguay
2858,564900,354,260,4,0,0,3,0,0,Puertos
2859,330000,550,240,5,4,0,4,0,1,Pilar
2860,470000,650,240,10,3,1,4,1,7,Nordelta
2861,192000,612,127,4,2,0,3,1,0,Pilar
2862,700000,1440,430,5,3,0,4,1,15,Pilar
2863,430000,488,488,0,2,0,5,0,3,Pilar
2864,270000,375,175,4,3,0,3,0,5,Ituzaingó
2865,420000,1200,320,4,2,0,4,0,16,Pilar
2866,350000,720,180,3,2,1,3,0,23,Pilar
2867,400000,330,300,0,2,0,4,0,20,VicenteLópez
2868,1400000,460,460,0,4,0,4,0,18,Pilar
2869,360000,210,210,5,2,0,3,1,25,LomasdeZamora
2870,1600000,2000,550,6,5,0,5,1,0,Pilar
2871,459000,2008,376,5,4,0,5,1,12,Escobar
2872,540000,1611,302,3,3,1,3,0,16,Pilar
2873,470000,544,237,0,4,0,3,0,0,Nordelta
2874,395000,850,300,5,3,0,4,1,15,Escobar
2875,470000,544,211,0,4,0,3,0,0,Nordelta
2876,990000,1175,476,5,4,0,4,0,15,Pilar
2877,635000,1250,500,5,4,0,4,1,25,GBANorte
2878,780000,1040,286,0,5,0,3,0,12,Pilar
2879,350000,1080,194,4,6,0,3,0,30,Pilar
2880,700000,2000,600,5,4,0,4,1,3,Pilar
2881,250000,310,310,0,0,0,5,0,39,JoséCPaz
2882,490000,340,340,0,2,1,4,0,15,MalvinasArgentinas
2883,400000,736,310,7,2,0,4,1,8,Moreno
2884,900000,1200,460,8,4,0,5,1,5,LaPlata
2885,650000,700,500,7,4,0,6,0,35,MardelPlata
2886,105000,375,150,4,2,0,3,0,30,MardelPlata
2887,745000,437,336,7,3,1,3,1,5,CapitalFederal
2888,205000,244,160,3,2,0,2,0,30,CapitalFederal
2889,385000,367,266,4,3,0,3,1,20,VicenteLópez
2890,98000,102,95,3,0,0,2,0,30,Quilmes
2891,340000,870,260,5,3,0,4,0,1,Ezeiza
2892,950000,684,500,0,3,0,5,0,10,SanIsidro
2893,250000,724,220,4,3,0,3,1,20,Ituzaingó
2894,220000,230,230,6,3,0,3,1,15,Pilar
2895,3100000,550,450,7,4,1,4,1,0,Palermo
2896,298000,1134,223,10,5,0,4,1,0,Pilar
2897,849000,638,526,10,7,0,6,0,16,SanIsidro
2898,650000,300,260,6,5,0,3,1,15,Tigre
2899,175000,420,170,0,2,1,4,0,20,Escobar
2900,580000,1180,280,7,2,0,0,1,10,Pilar
2901,720000,341,341,5,3,0,4,1,25,CapitalFederal
2902,420000,870,340,7,4,1,4,1,20,Pilar
2903,280000,950,240,6,2,0,4,1,15,PresidentePerón
2904,205000,106,101,3,3,1,2,1,0,Berazategui
2905,245000,1000,300,8,4,0,4,1,13,Escobar
2906,550000,2200,620,5,5,1,5,0,35,Córdoba
2907,730000,2005,389,4,3,0,4,1,5,Pilar
2908,370000,248,196,5,3,0,3,1,25,AlmiranteBrown
2909,490000,280,280,4,3,0,3,0,1,LaMatanza
2910,270000,800,170,4,3,0,3,0,25,Pilar
2911,490000,1710,317,7,4,1,4,1,26,Pilar
2912,349000,134,101,4,4,1,3,1,18,CapitalFederal
2913,730000,488,487,10,6,0,5,1,18,SanIsidro
2914,1600000,359,295,0,6,0,5,0,1,Quilmes
2915,210000,143,94,5,0,0,0,1,20,AlmiranteBrown
2916,680000,950,400,8,3,0,4,1,10,Pilar
2917,450000,1000,370,8,4,0,4,1,12,Pilar
2918,240000,90,90,3,0,1,2,1,0,VicenteLópez
2919,275000,304,180,5,2,0,4,0,15,AlmiranteBrown
2920,1000000,393,393,0,5,0,5,0,0,Pilar
2921,450000,250,250,5,4,0,4,1,30,Pilar
2922,340000,210,210,5,2,0,3,1,15,Pilar
2923,290000,200,160,4,2,0,3,0,40,VicenteLópez
2924,290000,140,140,4,3,0,2,1,14,VicenteLópez
2925,305000,206,174,4,4,0,3,0,0,Escobar
2926,340000,167,167,4,4,1,3,0,0,Tigre
2927,180000,180,130,4,2,0,3,0,30,Lanús
2928,85000,700,120,3,0,1,2,1,5,Ituzaingó
2929,650000,500,350,0,3,0,3,0,32,SanIsidro
2930,220000,165,101,4,0,1,3,1,20,VicenteLópez
2931,285000,283,142,3,2,0,2,0,45,VicenteLópez
2932,240000,685,165,5,3,0,3,0,1,Ezeiza
2933,380000,235,221,8,3,0,4,1,15,Morón
2934,335000,815,206,0,2,0,3,1,2,ElCantón
2935,275000,1000,270,5,4,0,4,1,2,HarasSantaMaría
2936,980000,1125,300,4,2,1,4,0,0,ManuelAlberti
2937,570000,436,268,5,2,1,4,0,22,SanIsidro
2938,105000,100,70,4,0,1,0,1,7,LaMatanza
2939,229000,257,257,5,0,1,0,0,40,VicenteLópez
2940,220000,1335,190,3,2,0,2,0,16,VillaAllende
2941,540000,500,250,5,3,0,3,1,0,Nordelta
2942,850000,551,423,5,4,0,4,1,10,CapitalFederal
2943,650000,977,363,5,3,1,4,0,25,Berazategui
2944,130000,90,85,3,0,1,2,1,0,GBANorte
2945,535000,397,397,0,4,0,3,0,12,Escobar
2946,185000,250,250,10,3,0,3,0,40,Córdoba
2947,575000,1805,300,6,3,0,5,0,6,Ituzaingó
2948,690000,1300,235,4,2,1,3,1,19,Pilar
2949,1320000,502,454,8,5,1,4,0,30,CapitalFederal
2950,375000,540,185,0,3,0,3,0,2,Tigre
2951,178000,480,160,4,2,0,3,1,25,Escobar
2952,495000,470,284,4,2,0,3,0,15,VicenteLópez
2953,265000,980,230,5,3,1,3,1,6,Villanueva
2954,1250000,1260,620,0,5,0,4,1,38,SanIsidro
2955,448000,1230,400,6,4,0,3,1,3,Villanueva
2956,490000,830,330,6,2,1,4,0,10,Berazategui
2957,185000,480,160,4,3,1,3,0,20,Escobar
2958,145000,125,125,4,0,0,3,0,30,Rosario
2959,230000,147,130,4,2,1,3,0,28,CapitalFederal
2960,255000,865,134,5,3,0,3,0,20,Escobar
2961,130000,300,80,0,0,1,0,0,0,Tigre
2962,320000,757,210,4,2,1,3,1,1,Escobar
2963,89000,84,84,2,0,0,2,0,0,Córdoba
2964,365000,1000,151,0,3,0,3,0,6,Villanueva
2965,440000,1710,340,6,4,0,3,1,12,Escobar
2966,197000,180,125,3,2,1,3,0,0,Córdoba
2967,290000,151,151,6,2,0,5,0,40,TresdeFebrero
2968,350000,811,202,3,2,1,2,0,0,Escobar
2969,405000,817,250,5,2,1,4,1,14,Pilar
2970,1500000,470,370,0,6,0,4,0,2,Pilar
2971,285000,1000,195,6,3,0,3,1,0,HarasSantaMaría
2972,850000,1225,320,6,6,0,4,1,7,Nordelta
2973,380000,232,205,8,2,1,4,0,20,SanIsidro
2974,320000,813,314,7,2,1,5,1,25,SanMiguel
2975,595000,800,335,10,4,1,3,0,5,Neuquen
2976,400000,744,290,5,3,0,6,0,0,Ezeiza
2977,390000,250,250,5,4,0,3,0,0,Puertos
2978,298000,315,180,4,2,1,3,0,13,SanIsidro
2979,600000,1000,283,5,3,0,4,1,10,Berazategui
2980,250000,540,228,6,2,0,3,0,35,Rosario
2981,300000,242,132,5,2,1,3,1,37,CapitalFederal
2982,580000,1218,281,5,4,0,3,0,1,Ezeiza
2983,600000,1500,430,3,4,0,3,0,15,Córdoba
2984,590000,700,300,0,3,1,4,0,2,SanIsidro
2985,880000,1200,500,6,4,0,5,1,6,Pilar
2986,158000,240,135,4,2,0,3,0,0,Pilar
2987,420000,742,220,4,2,0,3,1,3,Ituzaingó
2988,300000,605,180,5,2,1,4,0,0,LomasdeZamora
2989,330000,282,147,3,2,0,2,0,40,SanFernando
2990,520000,300,230,5,3,0,4,0,30,VicenteLópez
2991,730000,374,374,0,4,0,5,0,16,Pilar
2992,190000,305,130,4,2,1,3,0,30,SanIsidro
2993,250000,500,150,6,0,1,3,0,20,Neuquén
2994,307000,311,260,4,3,0,3,0,30,VicenteLópez
2995,335000,304,224,4,2,0,3,1,15,LaMatanza
2996,180000,325,210,2,2,0,2,0,22,Córdoba
2997,240000,1230,230,5,3,1,3,0,0,GBANorte
2998,495000,943,319,10,3,0,3,1,24,Pilar
2999,150000,1900,80,4,2,0,3,0,14,Pilar
3000,380000,196,161,5,3,1,3,1,5,Tigre
3001,850000,450,270,7,0,0,6,1,40,CapitalFederal
3002,850000,1250,500,0,3,0,4,1,40,GBANorte
3003,195000,120,100,3,0,1,2,1,0,TresdeFebrero
3004,360000,700,350,5,2,1,3,0,10,Berazategui
3005,250000,800,150,0,3,0,3,0,1,Roldán
3006,400000,1585,430,4,3,0,4,1,10,Córdoba
3007,420000,370,263,5,2,0,4,1,17,CapitalFederal
3008,360000,1521,462,0,3,0,3,0,14,Córdoba
3009,360000,918,340,3,3,0,3,1,19,Córdoba
3010,990000,1233,385,0,3,0,4,0,5,Nordelta
3011,780000,420,420,8,3,0,4,1,25,AlmiranteBrown
3012,470000,410,310,6,2,0,3,1,25,CapitalFederal
3013,470000,1887,439,11,5,0,5,0,23,Pilar
3014,1200000,1627,488,6,4,0,4,0,20,Tigre
3015,220000,720,275,3,0,0,3,0,8,Córdoba
3016,290000,1020,290,8,3,1,5,1,0,Pilar
3017,399000,790,253,0,3,1,3,1,0,Puertos
3018,220000,409,130,7,0,1,2,1,45,Rosario
3019,290000,358,227,4,5,0,3,0,2,Ituzaingó
3020,250000,194,194,5,3,0,3,0,27,Pilar
3021,420000,252,212,4,3,0,3,1,10,Pilar
3022,500000,920,320,6,3,0,4,0,15,Pilar
3023,320000,240,200,4,2,0,3,1,10,MalvinasArgentinas
3024,380000,813,202,5,3,0,3,1,0,ElCantón
3025,480000,260,260,10,3,1,4,1,1,Nordelta
3026,380000,655,200,4,2,1,3,0,13,Pinamar
3027,595000,619,440,0,5,0,4,0,35,SanIsidro
3028,324900,220,165,5,4,1,4,0,0,Escobar
3029,385000,350,200,5,0,0,0,0,35,CapitalFederal
3030,150000,753,240,0,4,0,4,0,33,Escobar
3031,295000,570,196,4,3,1,3,1,0,Puertos
3032,335000,981,230,4,3,0,3,0,0,Escobar
3033,235000,225,140,4,0,0,3,1,4,Morón
3034,540000,380,361,6,4,0,4,1,30,VicenteLópez
3035,185000,162,99,4,0,1,3,1,30,VicenteLópez
3036,399000,294,253,4,4,1,3,0,0,Escobar
3037,1450000,390,390,0,4,0,4,0,8,Nordelta
3038,490000,250,250,0,4,0,3,0,8,RincóndeMilberg
3039,178000,400,170,0,2,0,3,0,30,Escobar
3040,395000,222,222,5,0,1,3,1,25,VicenteLópez
3041,150000,280,280,4,3,1,3,0,13,Mendiolaza
3042,457000,264,215,6,3,1,3,1,0,Puertos
3043,225000,320,295,5,5,0,4,1,40,AlmiranteBrown
3044,235000,830,180,4,3,0,3,1,0,Pilar
3045,189000,225,135,3,0,0,3,1,3,Córdoba
3046,500000,1875,300,6,5,0,5,0,30,Pilar
3047,290000,2109,256,3,2,0,3,0,15,Córdoba
3048,380000,1500,350,0,2,0,3,1,10,Córdoba
3049,450000,1250,440,0,3,0,4,0,30,Córdoba
3050,670000,350,350,6,4,0,4,1,15,LomasdeZamora
3051,580000,1666,260,0,3,0,4,1,10,EstebanEcheverría
3052,250000,500,210,4,3,0,0,0,7,Moreno
3053,340000,376,192,6,2,1,3,0,40,VicenteLópez
3054,1650000,535,420,5,7,0,4,0,0,Nordelta
3055,375000,900,300,6,2,0,3,1,15,Pilar
3056,365000,600,212,6,3,0,4,1,15,Moreno
3057,158000,750,158,4,2,0,3,0,4,Córdoba
3058,210000,700,143,5,3,0,3,0,0,ElCantón
3059,390000,914,285,7,3,0,4,0,10,MalvinasArgentinas
3060,320000,720,180,3,2,0,3,0,0,Pilar
3061,600000,400,300,5,6,0,4,1,2,Villanueva
3062,490000,960,382,8,4,0,3,1,1,SanMiguel
3063,730000,2100,410,5,3,0,4,1,19,Pilar
3064,330000,1300,384,8,3,0,4,0,14,Pilar
3065,370000,1755,388,8,3,1,4,1,23,Pilar
3066,397000,547,170,6,3,0,3,1,0,Puertos
3067,340000,750,290,6,3,0,5,1,5,Pilar
3068,220000,125,125,3,0,1,2,0,35,LaPlata
3069,1100000,1795,450,6,5,0,5,1,8,Pilar
3070,980000,957,396,0,5,0,5,1,14,Pilar
3071,850000,279,279,4,3,0,3,1,2,Zárate
3072,110000,190,100,2,0,1,2,0,5,Córdoba
3073,610000,310,250,5,3,0,4,1,10,Pilar
3074,380000,240,240,5,3,0,4,1,0,Berazategui
3075,210000,1300,159,3,2,1,0,0,40,GBANorte
3076,595000,1527,442,7,4,0,5,1,19,SanMiguel
3077,2000000,1793,443,5,4,0,4,0,1,Pilar
3078,150000,201,201,6,3,0,5,0,42,Córdoba
3079,110000,360,100,5,2,1,3,0,20,SantaFe
3080,130000,522,60,2,0,0,0,0,15,Ituzaingó
3081,230000,230,230,3,2,0,3,0,35,Rosario
3082,143000,492,136,3,2,1,3,0,0,PilardelEste
3083,780000,365,365,0,4,0,4,0,20,Pilar
3084,480000,872,335,6,4,0,4,1,10,Villanueva
3085,385000,441,230,5,0,0,4,1,5,Ituzaingó
3086,430000,240,200,5,3,1,3,1,4,Tigre
3087,415000,229,191,6,3,1,3,0,6,Morón
3088,220000,840,120,4,2,1,3,0,0,BuenosAiresCostaAtlántica
3089,190000,550,130,2,0,0,2,0,45,GBANorte
3090,295000,240,200,4,2,1,3,0,5,Ituzaingó
3091,1050000,1541,540,0,2,0,5,0,30,SanIsidro
3092,170000,550,170,5,2,0,3,0,1,Pilar
3093,980000,1659,300,0,3,0,4,0,40,SanIsidro
3094,155000,450,189,6,2,1,4,0,20,EstebanEcheverría
3095,365000,621,231,9,3,0,4,1,18,Pilar
3096,520000,302,210,4,2,1,3,0,25,CapitalFederal
3097,870000,825,235,0,2,0,3,0,2,Nordelta
3098,720000,832,350,6,2,0,3,1,10,Pilar
3099,850000,1500,500,6,4,0,4,0,25,SanIsidro
3100,450000,1448,329,5,3,0,4,1,7,Pilar
3101,140000,421,130,5,2,0,3,0,30,ExaltacióndelaCruz
3102,187000,360,140,5,3,0,3,0,4,Roldán
3103,520000,320,290,0,4,0,4,0,13,Pilar
3104,150000,1652,180,4,2,0,4,0,15,ExaltacióndelaCruz
3105,590000,1140,246,4,3,1,3,1,16,Berazategui
3106,400000,1050,280,4,3,0,3,0,30,Pilar
3107,84000,250,200,4,2,1,3,0,30,Pilar
3108,75000,600,176,5,3,0,2,0,10,Córdoba
3109,850000,950,400,10,4,1,4,0,9,Nordelta
3110,500000,565,504,0,3,0,5,0,20,CoronelSuárez
3111,167000,150,150,3,0,0,2,0,4,Pilar
3112,370000,329,247,0,3,0,3,0,18,Pilar
3113,650000,1600,470,5,5,0,3,1,20,Escobar
3114,315000,1300,261,8,2,0,3,1,15,Pilar
3115,120000,80,80,3,0,0,2,0,40,VicenteLópez
3116,190000,120,110,3,0,1,2,0,5,Morón
3117,350000,295,186,0,3,1,3,0,35,SanIsidro
3118,1200000,2100,400,7,2,0,3,1,10,ManuelAlberti
3119,750000,420,370,7,4,0,6,0,35,CapitalFederal
3120,750000,1192,295,0,4,0,4,1,15,Pilar
3121,180000,170,170,5,3,1,3,0,15,Luján
3122,1200000,1000,420,5,2,0,3,1,5,Nordelta
3123,580000,459,391,0,0,0,4,0,5,GBASur
3124,215000,180,180,5,3,1,3,0,18,Luján
3125,390000,1500,210,0,2,0,3,0,10,SanMiguel
3126,240000,1300,390,5,4,1,4,1,38,Escobar
3127,138000,70,70,0,2,1,2,0,2,Ituzaingó
3128,360000,390,270,6,3,0,4,0,10,Morón
3129,710000,780,316,0,5,0,5,0,11,RincóndeMilberg
3130,450000,563,300,7,4,0,4,0,20,Morón
3131,220000,180,180,5,3,0,4,0,10,Lanús
3132,998000,400,400,10,3,1,3,1,9,Nordelta
3133,750000,350,323,9,5,0,4,1,15,Pilar
3134,550000,1000,370,0,3,0,3,0,17,SanIsidro
3135,160000,350,350,3,2,1,2,0,20,Lanús
3136,1250000,500,500,10,4,0,4,0,8,Nordelta
3137,290000,910,140,4,3,0,3,1,2,Ezeiza
3138,460000,1300,250,5,3,0,4,1,20,Pilar
3139,450000,415,415,4,4,0,3,0,20,LomasdeZamora
3140,600000,450,450,6,5,0,5,0,30,MalvinasArgentinas
3141,280000,650,110,4,2,0,3,0,18,Ezeiza
3142,158000,100,100,0,2,0,3,0,5,Ituzaingó
3143,175000,376,165,4,3,1,3,0,40,AlmiranteBrown
3144,230000,800,150,5,3,0,3,1,7,Pilar
3145,720000,1200,399,7,5,0,3,1,10,Pilar
3146,185000,95,95,3,3,1,2,1,0,Berazategui
3147,269000,500,210,4,2,1,3,0,20,Escobar
3148,850000,1100,600,5,4,1,5,1,14,SanIsidro
3149,490000,350,350,0,0,0,4,0,8,Pilar
3150,242000,730,135,4,2,0,3,0,0,EstebanEcheverría
3151,395000,220,220,0,3,1,3,0,20,VicenteLópez
3152,320000,168,168,3,0,0,2,0,40,BuenosAiresCostaAtlántica
3153,2300000,895,895,10,5,0,6,0,10,Nordelta
3154,245000,240,210,0,4,0,3,0,3,Escobar
3155,280000,700,350,9,4,0,5,0,6,Córdoba
3156,499000,410,350,5,3,0,4,1,14,Pilar
3157,1250000,600,600,10,4,1,4,1,3,Nordelta
3158,340000,1300,420,5,5,0,5,1,6,Córdoba
3159,350000,2387,270,0,3,1,3,0,10,Córdoba
3160,350000,700,200,4,2,1,3,0,11,Pinamar
3161,160000,140,75,4,0,1,3,0,20,GeneralSanMartín
3162,125000,1644,1644,0,0,0,0,0,0,Córdoba
3163,467000,272,220,8,3,0,3,1,0,Villanueva
